Route ID,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Equipment
27735,FR,4296,STN,548,XRY,1226,,738
27736,FR,4296,STN,548,ZAD,1209,,738
27737,FR,4296,STN,548,ZAZ,1252,,738
27738,FR,4296,SUF,1508,BGY,1525,,738
27739,FR,4296,SUF,1508,BLQ,1538,,738
27740,FR,4296,SUF,1508,CRL,304,,738
27741,FR,4296,SUF,1508,FCO,1555,,738
27742,FR,4296,SUF,1508,HHN,355,,738
27743,FR,4296,SUF,1508,NRN,4198,,738
27744,FR,4296,SUF,1508,PSA,1562,,738
27745,FR,4296,SUF,1508,STN,548,,738
27746,FR,4296,SUF,1508,TSF,1539,,738
27747,FR,4296,SVQ,1253,ACE,1055,,738
27748,FR,4296,SVQ,1253,BCN,1218,,738
27749,FR,4296,SVQ,1253,BGY,1525,,738
27750,FR,4296,SVQ,1253,BLQ,1538,,738
27751,FR,4296,SVQ,1253,BOD,1264,,738
27752,FR,4296,SVQ,1253,BRI,1501,,738
27753,FR,4296,SVQ,1253,BVA,1367,,738
27754,FR,4296,SVQ,1253,CIA,1553,,738
27755,FR,4296,SVQ,1253,CRL,304,,738
27756,FR,4296,SVQ,1253,DUB,599,,738
27757,FR,4296,SVQ,1253,EIN,585,,738
27758,FR,4296,SVQ,1253,LGW,502,,738
27759,FR,4296,SVQ,1253,LPA,1054,,738
27760,FR,4296,SVQ,1253,MRS,1353,,738
27761,FR,4296,SVQ,1253,PMI,3998,,738
27762,FR,4296,SVQ,1253,PMO,1512,,738
27763,FR,4296,SVQ,1253,PSA,1562,,738
27764,FR,4296,SVQ,1253,RAK,1075,,738
27765,FR,4296,SVQ,1253,SCQ,1243,,738
27766,FR,4296,SVQ,1253,SDR,1251,,738
27767,FR,4296,SVQ,1253,STN,548,,738
27768,FR,4296,SVQ,1253,TFS,1056,,738
27769,FR,4296,SXB,1435,OPO,1636,,738
27770,FR,4296,SXB,1435,STN,548,,738
27771,FR,4296,SXF,337,BGY,1525,,738
27772,FR,4296,SXF,337,DUB,599,,738
27773,FR,4296,SXF,337,EMA,523,,738
27774,FR,4296,SXF,337,RYG,657,,738
27775,FR,4296,SXF,337,SNN,603,,738
27776,FR,4296,SXF,337,STN,548,,738
27777,FR,4296,SZG,1612,STN,548,,738
27778,FR,4296,SZZ,676,DUB,599,,738
27779,FR,4296,SZZ,676,LPL,491,,738
27780,FR,4296,SZZ,676,STN,548,,738
27781,FR,4296,TFN,1057,BCN,1218,,738
27782,FR,4296,TFN,1057,MAD,1229,,738
27783,FR,4296,TFS,1056,BCN,1218,,738
27784,FR,4296,TFS,1056,BGY,1525,,738
27785,FR,4296,TFS,1056,BHX,469,,738
27786,FR,4296,TFS,1056,BLL,608,,738
27787,FR,4296,TFS,1056,BLQ,1538,,738
27788,FR,4296,TFS,1056,BOH,494,,738
27789,FR,4296,TFS,1056,BRE,353,,738
27790,FR,4296,TFS,1056,BRS,490,,738
27791,FR,4296,TFS,1056,BVA,1367,,738
27792,FR,4296,TFS,1056,CGN,344,,738
27793,FR,4296,TFS,1056,CRL,304,,738
27794,FR,4296,TFS,1056,DUB,599,,738
27795,FR,4296,TFS,1056,EDI,535,,738
27796,FR,4296,TFS,1056,EMA,523,,738
27797,FR,4296,TFS,1056,FKB,4166,,738
27798,FR,4296,TFS,1056,FMM,3986,,738
27799,FR,4296,TFS,1056,HHN,355,,738
27800,FR,4296,TFS,1056,LBA,517,,738
27801,FR,4296,TFS,1056,LPL,491,,738
27802,FR,4296,TFS,1056,LTN,492,,738
27803,FR,4296,TFS,1056,MAD,1229,,738
27804,FR,4296,TFS,1056,MAN,478,,738
27805,FR,4296,TFS,1056,MST,582,,738
27806,FR,4296,TFS,1056,NOC,600,,738
27807,FR,4296,TFS,1056,NRN,4198,,738
27808,FR,4296,TFS,1056,OPO,1636,,738
27809,FR,4296,TFS,1056,ORK,596,,738
27810,FR,4296,TFS,1056,PIK,537,,738
27811,FR,4296,TFS,1056,PSA,1562,,738
27812,FR,4296,TFS,1056,SCQ,1243,,738
27813,FR,4296,TFS,1056,SDR,1251,,738
27814,FR,4296,TFS,1056,SNN,603,,738
27815,FR,4296,TFS,1056,STN,548,,738
27816,FR,4296,TFS,1056,SVQ,1253,,738
27817,FR,4296,TFS,1056,VLC,1246,,738
27818,FR,4296,TGD,1741,CRL,304,,738
27819,FR,4296,TGD,1741,STN,548,,738
27820,FR,4296,TLL,415,BGY,1525,,738
27821,FR,4296,TLL,415,BRE,353,,738
27822,FR,4296,TLL,415,GRO,1222,,738
27823,FR,4296,TLL,415,MAN,478,,738
27824,FR,4296,TLL,415,RYG,657,,738
27825,FR,4296,TLL,415,STN,548,,738
27826,FR,4296,TLN,1438,STN,548,,738
27827,FR,4296,TMP,458,AGP,1230,,738
27828,FR,4296,TMP,458,ALC,1212,,738
27829,FR,4296,TMP,458,BGY,1525,,738
27830,FR,4296,TMP,458,BRE,353,,738
27831,FR,4296,TMP,458,BUD,1489,,738
27832,FR,4296,TMP,458,GRO,1222,,738
27833,FR,4296,TMP,458,HHN,355,,738
27834,FR,4296,TMP,458,STN,548,,738
27835,FR,4296,TNG,1080,BVA,1367,,738
27836,FR,4296,TNG,1080,CRL,304,,738
27837,FR,4296,TNG,1080,MAD,1229,,738
27838,FR,4296,TNG,1080,MRS,1353,,738
27839,FR,4296,TPS,1515,AOI,4309,,738
27840,FR,4296,TPS,1515,BGY,1525,,738
27841,FR,4296,TPS,1515,BLQ,1538,,738
27842,FR,4296,TPS,1515,BTS,1745,,738
27843,FR,4296,TPS,1515,BVA,1367,,738
27844,FR,4296,TPS,1515,CAG,1519,,738
27845,FR,4296,TPS,1515,CIA,1553,,738
27846,FR,4296,TPS,1515,CRL,304,,738
27847,FR,4296,TPS,1515,CUF,1534,,738
27848,FR,4296,TPS,1515,EIN,585,,738
27849,FR,4296,TPS,1515,FKB,4166,,738
27850,FR,4296,TPS,1515,FMM,3986,,738
27851,FR,4296,TPS,1515,GOA,1528,,738
27852,FR,4296,TPS,1515,GRO,1222,,738
27853,FR,4296,TPS,1515,HHN,355,,738
27854,FR,4296,TPS,1515,KRK,669,,738
27855,FR,4296,TPS,1515,KUN,3956,,738
27856,FR,4296,TPS,1515,MAN,478,,738
27857,FR,4296,TPS,1515,MLA,1606,,738
27858,FR,4296,TPS,1515,MST,582,,738
27859,FR,4296,TPS,1515,PEG,1567,,738
27860,FR,4296,TPS,1515,PMF,1531,,738
27861,FR,4296,TPS,1515,PSA,1562,,738
27862,FR,4296,TPS,1515,TRN,1526,,738
27863,FR,4296,TPS,1515,TRS,1545,,738
27864,FR,4296,TPS,1515,TSF,1539,,738
27865,FR,4296,TPS,1515,WMI,8414,,738
27866,FR,4296,TRF,664,AGP,1230,,738
27867,FR,4296,TRF,664,AHO,1517,,738
27868,FR,4296,TRF,664,ALC,1212,,738
27869,FR,4296,TRF,664,LPL,491,,738
27870,FR,4296,TRF,664,PSA,1562,,738
27871,FR,4296,TRF,664,STN,548,,738
27872,FR,4296,TRN,1526,BCN,1218,,738
27873,FR,4296,TRN,1526,BDS,1506,,738
27874,FR,4296,TRN,1526,BRI,1501,,738
27875,FR,4296,TRN,1526,CRL,304,,738
27876,FR,4296,TRN,1526,CTA,1509,,738
27877,FR,4296,TRN,1526,MLA,1606,,738
27878,FR,4296,TRN,1526,STN,548,,738
27879,FR,4296,TRN,1526,TPS,1515,,738
27880,FR,4296,TRS,1545,AHO,1517,,738
27881,FR,4296,TRS,1545,BRI,1501,,738
27882,FR,4296,TRS,1545,BVA,1367,,738
27883,FR,4296,TRS,1545,CRL,304,,738
27884,FR,4296,TRS,1545,STN,548,,738
27885,FR,4296,TRS,1545,TPS,1515,,738
27886,FR,4296,TRS,1545,VLC,1246,,738
27887,FR,4296,TSF,1539,AGP,1230,,738
27888,FR,4296,TSF,1539,AHO,1517,,738
27889,FR,4296,TSF,1539,BCN,1218,,738
27890,FR,4296,TSF,1539,BDS,1506,,738
27891,FR,4296,TSF,1539,BLL,608,,738
27892,FR,4296,TSF,1539,BRE,353,,738
27893,FR,4296,TSF,1539,BRI,1501,,738
27894,FR,4296,TSF,1539,BRS,490,,738
27895,FR,4296,TSF,1539,BRU,302,,738
27896,FR,4296,TSF,1539,BUD,1489,,738
27897,FR,4296,TSF,1539,BVA,1367,,738
27898,FR,4296,TSF,1539,CAG,1519,,738
27899,FR,4296,TSF,1539,CHQ,1474,,738
27900,FR,4296,TSF,1539,CRL,304,,738
27901,FR,4296,TSF,1539,CTA,1509,,738
27902,FR,4296,TSF,1539,DUB,599,,738
27903,FR,4296,TSF,1539,EIN,585,,738
27904,FR,4296,TSF,1539,EMA,523,,738
27905,FR,4296,TSF,1539,HHN,355,,738
27906,FR,4296,TSF,1539,LBA,517,,738
27907,FR,4296,TSF,1539,MLA,1606,,738
27908,FR,4296,TSF,1539,NRN,4198,,738
27909,FR,4296,TSF,1539,NYO,699,,738
27910,FR,4296,TSF,1539,PMO,1512,,738
27911,FR,4296,TSF,1539,RYG,657,,738
27912,FR,4296,TSF,1539,STN,548,,738
27913,FR,4296,TSF,1539,SUF,1508,,738
27914,FR,4296,TSF,1539,TPS,1515,,738
27915,FR,4296,TSF,1539,VLC,1246,,738
27916,FR,4296,TUF,1376,DUB,599,,738
27917,FR,4296,TUF,1376,MRS,1353,,738
27918,FR,4296,TUF,1376,OPO,1636,,738
27919,FR,4296,TUF,1376,RAK,1075,,738
27920,FR,4296,TUF,1376,STN,548,,738
27921,FR,4296,VLC,1246,BGY,1525,,738
27922,FR,4296,VLC,1246,BLQ,1538,,738
27923,FR,4296,VLC,1246,BRI,1501,,738
27924,FR,4296,VLC,1246,BRS,490,,738
27925,FR,4296,VLC,1246,BRU,302,,738
27926,FR,4296,VLC,1246,BVA,1367,,738
27927,FR,4296,VLC,1246,CIA,1553,,738
27928,FR,4296,VLC,1246,CRL,304,,738
27929,FR,4296,VLC,1246,DUB,599,,738
27930,FR,4296,VLC,1246,EMA,523,,738
27931,FR,4296,VLC,1246,HHN,355,,738
27932,FR,4296,VLC,1246,IBZ,1225,,738
27933,FR,4296,VLC,1246,LPA,1054,,738
27934,FR,4296,VLC,1246,MAH,1231,,738
27935,FR,4296,VLC,1246,MAN,478,,738
27936,FR,4296,VLC,1246,MRS,1353,,738
27937,FR,4296,VLC,1246,NRN,4198,,738
27938,FR,4296,VLC,1246,OPO,1636,,738
27939,FR,4296,VLC,1246,PMI,3998,,738
27940,FR,4296,VLC,1246,PSA,1562,,738
27941,FR,4296,VLC,1246,SCQ,1243,,738
27942,FR,4296,VLC,1246,SDR,1251,,738
27943,FR,4296,VLC,1246,STN,548,,738
27944,FR,4296,VLC,1246,TFS,1056,,738
27945,FR,4296,VLC,1246,TRS,1545,,738
27946,FR,4296,VLC,1246,TSF,1539,,738
27947,FR,4296,VLL,1247,BCN,1218,,738
27948,FR,4296,VNO,3959,BCN,1218,,738
27949,FR,4296,VNO,3959,BGY,1525,,738
27950,FR,4296,VNO,3959,BRE,353,,738
27951,FR,4296,VNO,3959,BVA,1367,,738
27952,FR,4296,VNO,3959,CHQ,1474,,738
27953,FR,4296,VNO,3959,CIA,1553,,738
27954,FR,4296,VNO,3959,CRL,304,,738
27955,FR,4296,VNO,3959,DUB,599,,738
27956,FR,4296,VNO,3959,LPL,491,,738
27957,FR,4296,VNO,3959,ORK,596,,738
27958,FR,4296,VNO,3959,RYG,657,,738
27959,FR,4296,VNO,3959,STN,548,,738
27960,FR,4296,VOL,1448,CRL,304,,738
27961,FR,4296,VOL,1448,HHN,355,,738
27962,FR,4296,VST,733,AGP,1230,,738
27963,FR,4296,VST,733,ALC,1212,,738
27964,FR,4296,VST,733,STN,548,,738
27965,FR,4296,VXO,711,ALC,1212,,738
27966,FR,4296,WMI,8414,ALC,1212,,738
27967,FR,4296,WMI,8414,BCN,1218,,738
27968,FR,4296,WMI,8414,BGY,1525,,738
27969,FR,4296,WMI,8414,BLQ,1538,,738
27970,FR,4296,WMI,8414,BRS,490,,738
27971,FR,4296,WMI,8414,BVA,1367,,738
27972,FR,4296,WMI,8414,CHQ,1474,,738
27973,FR,4296,WMI,8414,CIA,1553,,738
27974,FR,4296,WMI,8414,CRL,304,,738
27975,FR,4296,WMI,8414,DUB,599,,738
27976,FR,4296,WMI,8414,EIN,585,,738
27977,FR,4296,WMI,8414,EMA,523,,738
27978,FR,4296,WMI,8414,GDN,668,,738
27979,FR,4296,WMI,8414,LPL,491,,738
27980,FR,4296,WMI,8414,MAN,478,,738
27981,FR,4296,WMI,8414,MRS,1353,,738
27982,FR,4296,WMI,8414,NYO,699,,738
27983,FR,4296,WMI,8414,PIK,537,,738
27984,FR,4296,WMI,8414,PMI,3998,,738
27985,FR,4296,WMI,8414,PSA,1562,,738
27986,FR,4296,WMI,8414,RYG,657,,738
27987,FR,4296,WMI,8414,SKG,1486,,738
27988,FR,4296,WMI,8414,SNN,603,,738
27989,FR,4296,WMI,8414,STN,548,,738
27990,FR,4296,WMI,8414,TPS,1515,,738
27991,FR,4296,WMI,8414,WRO,680,,738
27992,FR,4296,WRO,680,AGP,1230,,738
27993,FR,4296,WRO,680,ALC,1212,,738
27994,FR,4296,WRO,680,BGY,1525,,738
27995,FR,4296,WRO,680,BLQ,1538,,738
27996,FR,4296,WRO,680,BRS,490,,738
27997,FR,4296,WRO,680,CHQ,1474,,738
27998,FR,4296,WRO,680,CIA,1553,,738
27999,FR,4296,WRO,680,DUB,599,,738
28000,FR,4296,WRO,680,EMA,523,,738
28001,FR,4296,WRO,680,GRO,1222,,738
28002,FR,4296,WRO,680,LPL,491,,738
28003,FR,4296,WRO,680,MLA,1606,,738
28004,FR,4296,WRO,680,ORK,596,,738
28005,FR,4296,WRO,680,PIK,537,,738
28006,FR,4296,WRO,680,RYG,657,,738
28007,FR,4296,WRO,680,SNN,603,,738
28008,FR,4296,WRO,680,STN,548,,738
28009,FR,4296,WRO,680,WMI,8414,,738
28010,FR,4296,XCR,1374,OPO,1636,,738
28011,FR,4296,XCR,1374,RAK,1075,,738
28012,FR,4296,XRY,1226,BCN,1218,,738
28013,FR,4296,XRY,1226,HHN,355,,738
28014,FR,4296,XRY,1226,STN,548,,738
28015,FR,4296,ZAD,1209,BLL,608,,738
28016,FR,4296,ZAD,1209,BVA,1367,,738
28017,FR,4296,ZAD,1209,CRL,304,,738
28018,FR,4296,ZAD,1209,DUB,599,,738
28019,FR,4296,ZAD,1209,FKB,4166,,738
28020,FR,4296,ZAD,1209,GSE,691,,738
28021,FR,4296,ZAD,1209,HAU,645,,738
28022,FR,4296,ZAD,1209,HHN,355,,738
28023,FR,4296,ZAD,1209,MAN,478,,738
28024,FR,4296,ZAD,1209,MRS,1353,,738
28025,FR,4296,ZAD,1209,NRN,4198,,738
28026,FR,4296,ZAD,1209,NYO,699,,738
28027,FR,4296,ZAD,1209,RYG,657,,738
28028,FR,4296,ZAD,1209,STN,548,,738
28029,FR,4296,ZAZ,1252,ACE,1055,,738
28030,FR,4296,ZAZ,1252,BGY,1525,,738
28031,FR,4296,ZAZ,1252,BVA,1367,,738
28032,FR,4296,ZAZ,1252,CRL,304,,738
28033,FR,4296,ZAZ,1252,STN,548,,738
28034,FR,4296,ZTH,1488,CRL,304,,738
28035,FS,4513,CDG,1382,DJE,293,,319
28036,FS,4513,CDG,1382,MIR,286,,319
28037,FS,4513,CDG,1382,SFA,295,,319
28038,FS,4513,CDG,1382,TUN,287,,319
28039,FS,4513,DJE,293,CDG,1382,,319
28040,FS,4513,DJE,293,TIP,1157,,319
28041,FS,4513,MIR,286,CDG,1382,,319
28042,FS,4513,MIR,286,TIP,1157,,319
28043,FS,4513,SFA,295,CDG,1382,,319
28044,FS,4513,SFA,295,TIP,1157,,319
28045,FS,4513,TIP,1157,DJE,293,,319
28046,FS,4513,TIP,1157,MIR,286,,319
28047,FS,4513,TIP,1157,SFA,295,,319
28048,FS,4513,TIP,1157,TUN,287,,319
28049,FS,4513,TUN,287,CDG,1382,,319
28050,FS,4513,TUN,287,TIP,1157,,319
28051,FS,4513,YUL,146,TUN,287,,332
28052,FV,641,DUS,345,LED,2948,,319
28053,FV,641,KZN,2990,LED,2948,,A81
28054,FV,641,LED,2948,DUS,345,,319
28055,FV,641,LED,2948,HAM,342,,319
28056,FV,641,LED,2948,KZN,2990,,A81
28057,FW,2826,CTS,2287,ITM,2334,,CRJ
28058,FW,2826,CTS,2287,SDJ,2347,,CRJ
28059,FW,2826,FKS,5999,ITM,2334,,CRJ
28060,FW,2826,FUK,2305,ITM,2334,,CRJ
28061,FW,2826,FUK,2305,KMI,2308,,CRJ
28062,FW,2826,FUK,2305,KMQ,2322,,CRJ
28063,FW,2826,FUK,2305,NGO,3942,,CRJ
28064,FW,2826,FUK,2305,SDJ,2347,,CRJ
28065,FW,2826,HIJ,2326,NRT,2279,,CRJ
28066,FW,2826,HIJ,2326,SDJ,2347,,CRJ
28067,FW,2826,ITM,2334,CTS,2287,,CRJ
28068,FW,2826,ITM,2334,FKS,5999,,CRJ
28069,FW,2826,ITM,2334,FUK,2305,,CRJ
28070,FW,2826,ITM,2334,OIT,2310,,CRJ
28071,FW,2826,ITM,2334,SDJ,2347,,CRJ
28072,FW,2826,KMI,2308,FUK,2305,,CRJ
28073,FW,2826,KMQ,2322,FUK,2305,,CRJ
28074,FW,2826,KMQ,2322,NRT,2279,,CRJ
28075,FW,2826,KMQ,2322,SDJ,2347,,CRJ
28076,FW,2826,NGO,3942,FUK,2305,,CRJ
28077,FW,2826,NGO,3942,OIT,2310,,CRJ
28078,FW,2826,NGO,3942,SDJ,2347,,CRJ
28079,FW,2826,NRT,2279,HIJ,2326,,CRJ
28080,FW,2826,NRT,2279,KMQ,2322,,CRJ
28081,FW,2826,OIT,2310,ITM,2334,,CRJ
28082,FW,2826,OIT,2310,NGO,3942,,CRJ
28083,FW,2826,SDJ,2347,CTS,2287,,CRJ
28084,FW,2826,SDJ,2347,FUK,2305,,CRJ
28085,FW,2826,SDJ,2347,HIJ,2326,,CRJ
28086,FW,2826,SDJ,2347,ITM,2334,,CRJ
28087,FW,2826,SDJ,2347,KMQ,2322,,CRJ
28088,FW,2826,SDJ,2347,NGO,3942,,CRJ
28089,FY,2353,AOR,3296,SZB,3408,,AT7
28090,FY,2353,BTH,3903,SZB,3408,,AT7
28091,FY,2353,BTJ,3294,PEN,3308,,AT7
28092,FY,2353,HKT,3179,PEN,3308,,AT7
28093,FY,2353,IPH,3302,SIN,3316,,AT7
28094,FY,2353,JHB,3303,KBR,3298,,AT7
28095,FY,2353,JHB,3303,SZB,3408,,AT7
28096,FY,2353,KBR,3298,JHB,3303,,AT7
28097,FY,2353,KBR,3298,PEN,3308,,AT7
28098,FY,2353,KBR,3298,SZB,3408,,AT7
28099,FY,2353,KTE,3300,SZB,3408,,AT7
28100,FY,2353,KUA,3299,PEN,3308,,AT7
28101,FY,2353,KUA,3299,SIN,3316,,AT7
28102,FY,2353,LGK,3305,PEN,3308,,AT7
28103,FY,2353,LGK,3305,SZB,3408,,AT7
28104,FY,2353,PEN,3308,BTJ,3294,,AT7
28105,FY,2353,PEN,3308,HKT,3179,,AT7
28106,FY,2353,PEN,3308,KBR,3298,,AT7
28107,FY,2353,PEN,3308,KUA,3299,,AT7
28108,FY,2353,PEN,3308,LGK,3305,,AT7
28109,FY,2353,PEN,3308,SZB,3408,,AT7
28110,FY,2353,PEN,3308,USM,3177,,AT7
28111,FY,2353,PKU,3273,SZB,3408,,AT7
28112,FY,2353,SIN,3316,IPH,3302,,AT7
28113,FY,2353,SIN,3316,KUA,3299,,AT7
28114,FY,2353,SIN,3316,SZB,3408,,AT7
28115,FY,2353,SZB,3408,AOR,3296,,AT7
28116,FY,2353,SZB,3408,BTH,3903,,AT7
28117,FY,2353,SZB,3408,JHB,3303,,AT7
28118,FY,2353,SZB,3408,KBR,3298,,AT7
28119,FY,2353,SZB,3408,KTE,3300,,AT7
28120,FY,2353,SZB,3408,LGK,3305,,AT7
28121,FY,2353,SZB,3408,PEN,3308,,AT7
28122,FY,2353,SZB,3408,PKU,3273,,AT7
28123,FY,2353,SZB,3408,SIN,3316,,AT7
28124,FY,2353,SZB,3408,TGG,3307,,AT7
28125,FY,2353,SZB,3408,USM,3177,,AT7
28126,FY,2353,TGG,3307,SZB,3408,,AT7
28127,FY,2353,USM,3177,PEN,3308,,AT7
28128,FY,2353,USM,3177,SZB,3408,,AT7
28129,FZ,14485,ADD,1107,DXB,2188,,73H
28130,FZ,14485,AHB,2059,DXB,2188,,73H
28131,FZ,14485,AMD,2994,DWC,8076,,73H
28132,FZ,14485,AMM,2170,DWC,8076,,73H
28133,FZ,14485,AMM,2170,DXB,2188,,73H
28134,FZ,14485,ASB,2976,DXB,2188,,73H
28135,FZ,14485,BAH,2057,DWC,8076,,73H
28136,FZ,14485,BAH,2057,DXB,2188,,73H
28137,FZ,14485,BEG,1739,DXB,2188,,73H
28138,FZ,14485,BEY,2177,DWC,8076,,73H
28139,FZ,14485,BGW,4130,DXB,2188,,73H
28140,FZ,14485,BSR,2234,DXB,2188,,73H
28141,FZ,14485,CGP,3069,DWC,8076,,73H
28142,FZ,14485,CMB,3024,DWC,8076,,73H
28143,FZ,14485,DAC,3076,DXB,2188,,73H
28144,FZ,14485,DMM,2064,DWC,8076,,73H
28145,FZ,14485,DMM,2064,DXB,2188,,73H
28146,FZ,14485,DOH,11051,DWC,8076,,73H
28147,FZ,14485,DOH,11051,DXB,2188,,73H
28148,FZ,14485,DOK,2940,DWC,8076,,73H
28149,FZ,14485,DWC,8076,AMD,2994,,73H
28150,FZ,14485,DWC,8076,AMM,2170,,73H
28151,FZ,14485,DWC,8076,BAH,2057,,73H
28152,FZ,14485,DWC,8076,BEY,2177,,73H
28153,FZ,14485,DWC,8076,CGP,3069,,73H
28154,FZ,14485,DWC,8076,CMB,3024,,73H
28155,FZ,14485,DWC,8076,DMM,2064,,73H
28156,FZ,14485,DWC,8076,DOH,11051,,73H
28157,FZ,14485,DWC,8076,DOK,2940,,73H
28158,FZ,14485,DWC,8076,IEV,2944,,73H
28159,FZ,14485,DWC,8076,JED,2072,,73H
28160,FZ,14485,DWC,8076,KBL,2050,,73H
28161,FZ,14485,DWC,8076,KIV,1735,,73H
28162,FZ,14485,DWC,8076,KRT,1175,,73H
28163,FZ,14485,DWC,8076,KTM,3125,,73H
28164,FZ,14485,DWC,8076,KUF,2993,,73H
28165,FZ,14485,DWC,8076,KWI,2176,,73H
28166,FZ,14485,DWC,8076,KZN,2990,,73H
28167,FZ,14485,DWC,8076,MCT,2194,,73H
28168,FZ,14485,DWC,8076,MLE,3156,,73H
28169,FZ,14485,DWC,8076,ODS,2947,,73H
28170,FZ,14485,DWC,8076,RUH,2082,,73H
28171,FZ,14485,DWC,8076,SVX,2975,,73H
28172,FZ,14485,DWC,8076,UFA,2992,,73H
28173,FZ,14485,DXB,2188,ADD,1107,,73H
28174,FZ,14485,DXB,2188,AHB,2059,,73H
28175,FZ,14485,DXB,2188,AMM,2170,,73H
28176,FZ,14485,DXB,2188,ASB,2976,,73H
28177,FZ,14485,DXB,2188,BAH,2057,,73H
28178,FZ,14485,DXB,2188,BEG,1739,,73H
28179,FZ,14485,DXB,2188,BGW,4130,,73H
28180,FZ,14485,DXB,2188,BSR,2234,,73H
28181,FZ,14485,DXB,2188,DAC,3076,,73H
28182,FZ,14485,DXB,2188,DMM,2064,,73H
28183,FZ,14485,DXB,2188,DOH,11051,,73H
28184,FZ,14485,DXB,2188,DYU,2979,,73H
28185,FZ,14485,DXB,2188,EBL,3989,,73H
28186,FZ,14485,DXB,2188,ELQ,2067,,73H
28187,FZ,14485,DXB,2188,EVN,3964,,73H
28188,FZ,14485,DXB,2188,FRU,2912,,73H
28189,FZ,14485,DXB,2188,GYD,2922,,73H
28190,FZ,14485,DXB,2188,HAS,2069,,73H
28191,FZ,14485,DXB,2188,HBE,3410,,73H
28192,FZ,14485,DXB,2188,HRK,6105,,73H
28193,FZ,14485,DXB,2188,HYD,\N,,73H
28194,FZ,14485,DXB,2188,ISU,5952,,73H
28195,FZ,14485,DXB,2188,JED,2072,,73H
28196,FZ,14485,DXB,2188,JIB,4119,,73H
28197,FZ,14485,DXB,2188,JUB,1173,,73H
28198,FZ,14485,DXB,2188,KBL,2050,,73H
28199,FZ,14485,DXB,2188,KHI,2206,,73H
28200,FZ,14485,DXB,2188,KRR,2960,,73H
28201,FZ,14485,DXB,2188,KRT,1175,,73H
28202,FZ,14485,DXB,2188,KTM,3125,,73H
28203,FZ,14485,DXB,2188,KWI,2176,,73H
28204,FZ,14485,DXB,2188,LKO,3105,,73H
28205,FZ,14485,DXB,2188,MCT,2194,,73H
28206,FZ,14485,DXB,2188,MED,2074,,73H
28207,FZ,14485,DXB,2188,MRV,2962,,73H
28208,FZ,14485,DXB,2188,MUX,2214,,73H
28209,FZ,14485,DXB,2188,NJF,7490,,73H
28210,FZ,14485,DXB,2188,OTP,1657,,73H
28211,FZ,14485,DXB,2188,PZU,5702,,73H
28212,FZ,14485,DXB,2188,ROV,2964,,73H
28213,FZ,14485,DXB,2188,SAH,3980,,73H
28214,FZ,14485,DXB,2188,SAW,4317,,73H
28215,FZ,14485,DXB,2188,SKP,1737,,73H
28216,FZ,14485,DXB,2188,SKT,6776,,73H
28217,FZ,14485,DXB,2188,SLL,2195,,73H
28218,FZ,14485,DXB,2188,TBS,3973,,73H
28219,FZ,14485,DXB,2188,TIF,2090,,73H
28220,FZ,14485,DXB,2188,TUU,2089,,73H
28221,FZ,14485,DXB,2188,VOG,2967,,73H
28222,FZ,14485,DXB,2188,YNB,2096,,73H
28223,FZ,14485,DYU,2979,DXB,2188,,73H
28224,FZ,14485,EBL,3989,DXB,2188,,73H
28225,FZ,14485,ELQ,2067,DXB,2188,,73H
28226,FZ,14485,EVN,3964,DXB,2188,,73H
28227,FZ,14485,FRU,2912,DXB,2188,,73H
28228,FZ,14485,GYD,2922,DXB,2188,,73H
28229,FZ,14485,HAS,2069,DXB,2188,,73H
28230,FZ,14485,HBE,3410,DXB,2188,,73H
28231,FZ,14485,HRK,6105,DXB,2188,,73H
28232,FZ,14485,HYD,\N,DXB,2188,,73H
28233,FZ,14485,IEV,2944,DWC,8076,,73H
28234,FZ,14485,ISU,5952,DXB,2188,,73H
28235,FZ,14485,JED,2072,DWC,8076,,73H
28236,FZ,14485,JED,2072,DXB,2188,,73H
28237,FZ,14485,JIB,4119,DXB,2188,,73H
28238,FZ,14485,JUB,1173,DXB,2188,,73H
28239,FZ,14485,KBL,2050,DWC,8076,,73H
28240,FZ,14485,KBL,2050,DXB,2188,,73H
28241,FZ,14485,KHI,2206,DXB,2188,,73H
28242,FZ,14485,KIV,1735,DWC,8076,,73H
28243,FZ,14485,KRR,2960,DXB,2188,,73H
28244,FZ,14485,KRT,1175,DWC,8076,,73H
28245,FZ,14485,KRT,1175,DXB,2188,,73H
28246,FZ,14485,KTM,3125,DWC,8076,,73H
28247,FZ,14485,KTM,3125,DXB,2188,,73H
28248,FZ,14485,KUF,2993,DWC,8076,,73H
28249,FZ,14485,KWI,2176,DWC,8076,,73H
28250,FZ,14485,KWI,2176,DXB,2188,,73H
28251,FZ,14485,KZN,2990,DWC,8076,,73H
28252,FZ,14485,LKO,3105,DXB,2188,,73H
28253,FZ,14485,MCT,2194,DWC,8076,,73H
28254,FZ,14485,MCT,2194,DXB,2188,,73H
28255,FZ,14485,MED,2074,DXB,2188,,73H
28256,FZ,14485,MLE,3156,DWC,8076,,73H
28257,FZ,14485,MRV,2962,DXB,2188,,73H
28258,FZ,14485,MUX,2214,DXB,2188,,73H
28259,FZ,14485,NJF,7490,DXB,2188,,73H
